FID,Id,gridcode,Persistence,Variable,Area
320,321,151,15,Variable 1,25.000000000000000
321,322,153,15,Variable 3,125.000000000000000
322,323,104,10,Variable 4,25.000000000000000
323,324,151,15,Variable 1,100.000000000000000
324,325,154,15,Variable 4,75.000000000000000
325,326,304,30,Variable 4,275.000000000000000
326,327,201,20,Variable 1,25.000000000000000
327,328,204,20,Variable 4,25.000000000000000
328,329,103,10,Variable 3,25.000000000000000
329,330,101,10,Variable 1,25.000000000000000
330,331,151,15,Variable 1,25.000000000000000
331,332,201,20,Variable 1,75.000000000000000
332,333,104,10,Variable 4,75.000000000000000
333,334,203,20,Variable 3,25.000000000000000
334,335,201,20,Variable 1,50.000000000000000
335,336,301,30,Variable 1,100.000000000000000
336,337,401,40,Variable 1,125.000000000000000
337,338,201,20,Variable 1,250.000000000000000
338,339,151,15,Variable 1,75.000000000000000
339,340,151,15,Variable 1,25.000000000000000
340,341,104,10,Variable 4,25.000000000000000
341,342,154,15,Variable 4,25.000000000000000
342,343,201,20,Variable 1,200.000000000000000
343,344,204,20,Variable 4,25.000000000000000
344,345,203,20,Variable 3,25.000000000000000
345,346,304,30,Variable 4,125.000000000000000
346,347,304,30,Variable 4,25.000000000000000
347,348,201,20,Variable 1,7400.000000000000000
348,349,104,10,Variable 4,300.000000000000000
349,350,204,20,Variable 4,25.000000000000000
350,351,154,15,Variable 4,50.000000000000000
351,352,201,20,Variable 1,75.000000000000000
352,353,204,20,Variable 4,25.000000000000000
353,354,201,20,Variable 1,25.000000000000000
354,355,204,20,Variable 4,25.000000000000000
355,356,304,30,Variable 4,25.000000000000000
356,357,204,20,Variable 4,25.000000000000000
357,358,154,15,Variable 4,1075.000000000000000
358,359,101,10,Variable 1,100.000000000000000
359,360,201,20,Variable 1,25.000000000000000
360,361,301,30,Variable 1,75.000000000000000
361,362,501,50,Variable 1,50.000000000000000
362,363,204,20,Variable 4,100.000000000000000
363,364,154,15,Variable 4,50.000000000000000
364,365,201,20,Variable 1,50.000000000000000
365,366,151,15,Variable 1,200.000000000000000
366,367,154,15,Variable 4,25.000000000000000
367,368,101,10,Variable 1,875.000000000000000
368,369,151,15,Variable 1,25.000000000000000
369,370,151,15,Variable 1,25.000000000000000
370,371,104,10,Variable 4,25.000000000000000
371,372,154,15,Variable 4,25.000000000000000
372,373,204,20,Variable 4,50.000000000000000
373,374,154,15,Variable 4,225.000000000000000
374,375,204,20,Variable 4,25.000000000000000
375,376,301,30,Variable 1,75.000000000000000
376,377,151,15,Variable 1,25.000000000000000
377,378,201,20,Variable 1,25.000000000000000
378,379,301,30,Variable 1,25.000000000000000
379,380,153,15,Variable 3,75.000000000000000
380,381,203,20,Variable 3,1275.000000000000000
381,382,154,15,Variable 4,25.000000000000000
382,383,201,20,Variable 1,75.000000000000000
383,384,151,15,Variable 1,100.000000000000000
384,385,101,10,Variable 1,25.000000000000000
385,386,101,10,Variable 1,25.000000000000000
386,387,151,15,Variable 1,50.000000000000000
387,388,304,30,Variable 4,25.000000000000000
388,389,203,20,Variable 3,25.000000000000000
389,390,204,20,Variable 4,50.000000000000000
390,391,301,30,Variable 1,25.000000000000000
391,392,501,50,Variable 1,50.000000000000000
392,393,301,30,Variable 1,25.000000000000000
393,394,104,10,Variable 4,25.000000000000000
394,395,203,20,Variable 3,25.000000000000000
395,396,154,15,Variable 4,75.000000000000000
396,397,201,20,Variable 1,75.000000000000000
397,398,101,10,Variable 1,50.000000000000000
398,399,404,40,Variable 4,23225.000000000000000
399,400,154,15,Variable 4,75.000000000000000
400,401,204,20,Variable 4,25.000000000000000
401,402,204,20,Variable 4,1800.000000000000000
402,403,401,40,Variable 1,225.000000000000000
403,404,104,10,Variable 4,25.000000000000000
404,405,151,15,Variable 1,200.000000000000000
405,406,101,10,Variable 1,900.000000000000000
406,407,201,20,Variable 1,50.000000000000000
407,408,154,15,Variable 4,50.000000000000000
408,409,201,20,Variable 1,50.000000000000000
409,410,151,15,Variable 1,200.000000000000000
410,411,154,15,Variable 4,325.000000000000000
411,412,101,10,Variable 1,75.000000000000000
412,413,101,10,Variable 1,25.000000000000000
413,414,101,10,Variable 1,25.000000000000000
414,415,401,40,Variable 1,25.000000000000000
415,416,301,30,Variable 1,25.000000000000000
416,417,101,10,Variable 1,375.000000000000000
417,418,101,10,Variable 1,75.000000000000000
418,419,201,20,Variable 1,75.000000000000000
419,420,201,20,Variable 1,75.000000000000000
420,421,204,20,Variable 4,75.000000000000000
421,422,151,15,Variable 1,50.000000000000000
422,423,154,15,Variable 4,50.000000000000000
423,424,101,10,Variable 1,25.000000000000000
424,425,101,10,Variable 1,25.000000000000000
425,426,151,15,Variable 1,175.000000000000000
426,427,303,30,Variable 3,275.000000000000000
427,428,303,30,Variable 3,50.000000000000000
428,429,203,20,Variable 3,25.000000000000000
429,430,151,15,Variable 1,75.000000000000000
430,431,101,10,Variable 1,50.000000000000000
431,432,204,20,Variable 4,25.000000000000000
432,433,204,20,Variable 4,25.000000000000000
433,434,154,15,Variable 4,75.000000000000000
434,435,204,20,Variable 4,75.000000000000000
435,436,153,15,Variable 3,950.000000000000000
436,437,201,20,Variable 1,125.000000000000000
437,438,151,15,Variable 1,125.000000000000000
438,439,154,15,Variable 4,175.000000000000000
439,440,101,10,Variable 1,50.000000000000000
440,441,203,20,Variable 3,50.000000000000000
441,442,203,20,Variable 3,25.000000000000000
442,443,203,20,Variable 3,125.000000000000000
443,444,303,30,Variable 3,25.000000000000000
444,445,204,20,Variable 4,25.000000000000000
445,446,154,15,Variable 4,150.000000000000000
446,447,201,20,Variable 1,75.000000000000000
447,448,301,30,Variable 1,175.000000000000000
448,449,151,15,Variable 1,200.000000000000000
449,450,201,20,Variable 1,200.000000000000000
450,451,301,30,Variable 1,25.000000000000000
451,452,151,15,Variable 1,50.000000000000000
452,453,101,10,Variable 1,25.000000000000000
453,454,203,20,Variable 3,250.000000000000000
454,455,201,20,Variable 1,100.000000000000000
455,456,101,10,Variable 1,25.000000000000000
456,457,151,15,Variable 1,100.000000000000000
457,458,304,30,Variable 4,25.000000000000000
458,459,203,20,Variable 3,50.000000000000000
459,460,104,10,Variable 4,4525.000000000000000
460,461,201,20,Variable 1,100.000000000000000
461,462,104,10,Variable 4,25.000000000000000
462,463,201,20,Variable 1,75.000000000000000
463,464,101,10,Variable 1,75.000000000000000
464,465,201,20,Variable 1,75.000000000000000
465,466,204,20,Variable 4,225.000000000000000
466,467,154,15,Variable 4,50.000000000000000
467,468,104,10,Variable 4,25.000000000000000
468,469,151,15,Variable 1,50.000000000000000
469,470,104,10,Variable 4,50.000000000000000
470,471,201,20,Variable 1,25.000000000000000
471,472,104,10,Variable 4,50.000000000000000
472,473,101,10,Variable 1,125.000000000000000
473,474,153,15,Variable 3,25.000000000000000
474,475,201,20,Variable 1,50.000000000000000
475,476,204,20,Variable 4,225.000000000000000
476,477,101,10,Variable 1,75.000000000000000
477,478,204,20,Variable 4,225.000000000000000
478,479,203,20,Variable 3,25.000000000000000
479,480,201,20,Variable 1,25.000000000000000
480,481,151,15,Variable 1,475.000000000000000
481,482,154,15,Variable 4,25.000000000000000
482,483,301,30,Variable 1,25.000000000000000
483,484,201,20,Variable 1,100.000000000000000
484,485,101,10,Variable 1,25.000000000000000
485,486,204,20,Variable 4,25.000000000000000
486,487,101,10,Variable 1,50.000000000000000
487,488,201,20,Variable 1,1625.000000000000000
488,489,153,15,Variable 3,25.000000000000000
489,490,303,30,Variable 3,25.000000000000000
490,491,303,30,Variable 3,25.000000000000000
491,492,154,15,Variable 4,25.000000000000000
492,493,154,15,Variable 4,25.000000000000000
493,494,204,20,Variable 4,175.000000000000000
494,495,201,20,Variable 1,50.000000000000000
495,496,201,20,Variable 1,25.000000000000000
496,497,201,20,Variable 1,100.000000000000000
497,498,151,15,Variable 1,50.000000000000000
498,499,101,10,Variable 1,100.000000000000000
499,500,154,15,Variable 4,400.000000000000000
500,501,101,10,Variable 1,25.000000000000000
501,502,304,30,Variable 4,25.000000000000000
502,503,203,20,Variable 3,125.000000000000000
503,504,204,20,Variable 4,850.000000000000000
504,505,303,30,Variable 3,25.000000000000000
505,506,203,20,Variable 3,25.000000000000000
506,507,203,20,Variable 3,25.000000000000000
507,508,104,10,Variable 4,75.000000000000000
508,509,401,40,Variable 1,25.000000000000000
509,510,301,30,Variable 1,75.000000000000000
510,511,151,15,Variable 1,475.000000000000000
511,512,151,15,Variable 1,75.000000000000000
512,513,101,10,Variable 1,50.000000000000000
513,514,203,20,Variable 3,25.000000000000000
514,515,153,15,Variable 3,25.000000000000000
515,516,153,15,Variable 3,175.000000000000000
516,517,204,20,Variable 4,50.000000000000000
517,518,151,15,Variable 1,25.000000000000000
518,519,151,15,Variable 1,250.000000000000000
519,520,101,10,Variable 1,50.000000000000000
520,521,201,20,Variable 1,175.000000000000000
521,522,304,30,Variable 4,25.000000000000000
522,523,304,30,Variable 4,25.000000000000000
523,524,203,20,Variable 3,2900.000000000000000
524,525,203,20,Variable 3,25.000000000000000
525,526,153,15,Variable 3,25.000000000000000
526,527,154,15,Variable 4,25.000000000000000
527,528,154,15,Variable 4,25.000000000000000
528,529,153,15,Variable 3,25.000000000000000
529,530,154,15,Variable 4,50.000000000000000
530,531,401,40,Variable 1,750.000000000000000
531,532,301,30,Variable 1,150.000000000000000
532,533,151,15,Variable 1,75.000000000000000
533,534,101,10,Variable 1,25.000000000000000
534,535,304,30,Variable 4,25.000000000000000
535,536,204,20,Variable 4,150.000000000000000
536,537,151,15,Variable 1,100.000000000000000
537,538,201,20,Variable 1,100.000000000000000
538,539,154,15,Variable 4,25.000000000000000
539,540,201,20,Variable 1,100.000000000000000
540,541,151,15,Variable 1,100.000000000000000
541,542,101,10,Variable 1,25.000000000000000
542,543,204,20,Variable 4,25.000000000000000
543,544,201,20,Variable 1,150.000000000000000
544,545,203,20,Variable 3,25.000000000000000
545,546,203,20,Variable 3,25.000000000000000
546,547,304,30,Variable 4,3675.000000000000000
547,548,303,30,Variable 3,25.000000000000000
548,549,203,20,Variable 3,50.000000000000000
549,550,153,15,Variable 3,25.000000000000000
550,551,303,30,Variable 3,25.000000000000000
551,552,154,15,Variable 4,50.000000000000000
552,553,501,50,Variable 1,25.000000000000000
553,554,203,20,Variable 3,25.000000000000000
554,555,201,20,Variable 1,200.000000000000000
555,556,201,20,Variable 1,25.000000000000000
556,557,201,20,Variable 1,4325.000000000000000
557,558,401,40,Variable 1,75.000000000000000
558,559,304,30,Variable 4,25.000000000000000
559,560,154,15,Variable 4,25.000000000000000
560,561,151,15,Variable 1,25.000000000000000
561,562,201,20,Variable 1,25.000000000000000
562,563,151,15,Variable 1,125.000000000000000
563,564,101,10,Variable 1,25.000000000000000
564,565,101,10,Variable 1,25.000000000000000
565,566,204,20,Variable 4,75.000000000000000
566,567,154,15,Variable 4,25.000000000000000
567,568,203,20,Variable 3,25.000000000000000
568,569,203,20,Variable 3,25.000000000000000
569,570,203,20,Variable 3,25.000000000000000
570,571,203,20,Variable 3,25.000000000000000
571,572,204,20,Variable 4,900.000000000000000
572,573,154,15,Variable 4,25.000000000000000
573,574,201,20,Variable 1,25.000000000000000
574,575,204,20,Variable 4,25.000000000000000
575,576,104,10,Variable 4,950.000000000000000
576,577,301,30,Variable 1,150.000000000000000
577,578,301,30,Variable 1,75.000000000000000
578,579,104,10,Variable 4,375.000000000000000
579,580,301,30,Variable 1,50.000000000000000
580,581,204,20,Variable 4,25.000000000000000
581,582,154,15,Variable 4,50.000000000000000
582,583,153,15,Variable 3,5300.000000000000000
583,584,304,30,Variable 4,25.000000000000000
584,585,304,30,Variable 4,100.000000000000000
585,586,304,30,Variable 4,475.000000000000000
586,587,404,40,Variable 4,25.000000000000000
587,588,404,40,Variable 4,100.000000000000000
588,589,201,20,Variable 1,25.000000000000000
589,590,201,20,Variable 1,125.000000000000000
590,591,151,15,Variable 1,100.000000000000000
591,592,203,20,Variable 3,25.000000000000000
592,593,154,15,Variable 4,25.000000000000000
593,594,104,10,Variable 4,100.000000000000000
594,595,154,15,Variable 4,25.000000000000000
595,596,154,15,Variable 4,25.000000000000000
596,597,203,20,Variable 3,75.000000000000000
597,598,203,20,Variable 3,50.000000000000000
598,599,153,15,Variable 3,150.000000000000000
599,600,153,15,Variable 3,25.000000000000000
600,601,303,30,Variable 3,25.000000000000000
601,602,203,20,Variable 3,25.000000000000000
602,603,153,15,Variable 3,25.000000000000000
603,604,201,20,Variable 1,25.000000000000000
604,605,201,20,Variable 1,400.000000000000000
605,606,101,10,Variable 1,250.000000000000000
606,607,204,20,Variable 4,25.000000000000000
607,608,204,20,Variable 4,25.000000000000000
608,609,151,15,Variable 1,75.000000000000000
609,610,101,10,Variable 1,50.000000000000000
610,611,101,10,Variable 1,125.000000000000000
611,612,201,20,Variable 1,200.000000000000000
612,613,154,15,Variable 4,50.000000000000000
613,614,203,20,Variable 3,25.000000000000000
614,615,303,30,Variable 3,25.000000000000000
615,616,203,20,Variable 3,25.000000000000000
616,617,303,30,Variable 3,100.000000000000000
617,618,154,15,Variable 4,25.000000000000000
618,619,201,20,Variable 1,100.000000000000000
619,620,154,15,Variable 4,275.000000000000000
620,621,201,20,Variable 1,25.000000000000000
621,622,151,15,Variable 1,150.000000000000000
622,623,201,20,Variable 1,25.000000000000000
623,624,104,10,Variable 4,25.000000000000000
624,625,101,10,Variable 1,50.000000000000000
625,626,154,15,Variable 4,25.000000000000000
626,627,204,20,Variable 4,25.000000000000000
627,628,51,5,Variable 1,25.000000000000000
628,629,54,5,Variable 4,50.000000000000000
629,630,101,10,Variable 1,25.000000000000000
630,631,153,15,Variable 3,25.000000000000000
631,632,204,20,Variable 4,25.000000000000000
632,633,203,20,Variable 3,25.000000000000000
